dpe_classe,ges_classe,type_energie,consommation_kwh_m2,surface_m2,annee_construction,type_logement_immeuble,departement,code_postal,latitude,longitude,source_type
C,C,collectif,93,67.8,NA,appartement,69,69008,6516919,846637.46,Ancien
C,C,individuel,109,66,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,C,collectif,206,66.1,2014,appartement,69,69008,6517352.09,844392.03,Ancien
D,D,collectif,193,42,NA,appartement,69,69008,6517353.06,846435.21,Ancien
D,D,individuel,148,45,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,111,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
D,A,individuel,82,33.1,2006,appartement,69,69008,6515967.18,846103.71,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
F,F,collectif,234,31,NA,appartement,69,69008,6517332.39,846369.67,Ancien
C,C,individuel,138,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
E,E,collectif,240,66,NA,appartement,69,69008,6516922.69,845316.73,Ancien
F,F,individuel,381,47,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,137,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,148,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
E,E,individuel,280,67.3,NA,appartement,69,69008,6517053.38,845754.9,Ancien
C,C,individuel,120,66,1961,appartement,69,69008,6515515.03,846651.47,Ancien
D,D,individuel,213,26,NA,appartement,69,69008,6516704.19,845236.49,Ancien
E,B,mixte (collectif-individuel),117,25,1994,appartement,69,69008,6516911.93,846168.89,Ancien
D,D,collectif,229,54,1960,appartement,69,69008,6515786.34,845218.99,Ancien
D,D,collectif,155,107.4,NA,appartement,69,69008,6517789.52,845618.97,Ancien
E,E,individuel,244,30,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,137,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
E,E,collectif,310,43.1,1972,appartement,69,69008,6517050.13,845893.82,Ancien
D,D,individuel,148,68,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,211,30,NA,appartement,69,69008,6516704.19,845236.49,Ancien
F,F,individuel,348,48,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,111,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,148,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
C,C,individuel,108,76,1961,appartement,69,69008,6515502.27,846726.78,Ancien
E,B,individuel,129,46,NA,appartement,69,69008,6517165.67,844763.47,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
D,B,individuel,89,33,NA,appartement,69,69008,6517081.49,845923.18,Ancien
D,B,individuel,100,30,NA,appartement,69,69008,6517064.39,844999.98,Ancien
D,B,individuel,98,16.3,2010,appartement,69,69008,6517174.74,844804.48,Ancien
C,C,individuel,137,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
C,C,individuel,108,76,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,157,57,1961,appartement,69,69008,6515515.03,846651.47,Ancien
C,C,individuel,114.6,42,2015,appartement,69,69008,6516000.52,846127.66,Ancien
E,E,collectif,242.2,51.5,1963,appartement,69,69008,6517538.69,844966.22,Ancien
C,C,individuel,120,68,1961,appartement,69,69008,6515515.03,846651.47,Ancien
D,D,collectif,172,66.7,NA,appartement,69,69008,6517370.12,846475.25,Ancien
C,C,individuel,101,37.1,NA,appartement,69,69008,6517824.4,845074.89,Ancien
C,C,individuel,123,NA,1961,immeuble,69,69008,6515502.27,846726.78,Ancien
C,C,individuel,109,68,1961,appartement,69,69008,6515502.27,846726.78,Ancien
C,A,individuel,71,37.5,NA,appartement,69,69008,6517824.4,845074.89,Ancien
D,B,individuel,104,48,1959,appartement,69,69008,6516949.52,844632.21,Ancien
C,A,individuel,70,42.1,NA,appartement,69,69008,6516669.49,844491.24,Ancien
D,D,individuel,195,57.5,NA,appartement,69,69008,6515696.36,846583.73,Ancien
E,E,individuel,238,48,NA,appartement,69,69008,6516704.19,845236.49,Ancien
B,B,collectif,83,38.9,2014,appartement,69,69008,6517352.09,844392.03,Ancien
D,D,individuel,148,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
C,C,individuel,124,NA,1961,immeuble,69,69008,6515575.5,846667.45,Ancien
F,F,individuel,349,43,NA,appartement,69,69008,6516704.19,845236.49,Ancien
D,C,collectif,229,38,NA,appartement,69,69008,6516495.88,845118.04,Ancien
C,C,individuel,136,66,1961,appartement,69,69008,6515502.27,846726.78,Ancien
E,B,individuel,139,14.2,NA,appartement,69,69008,6517191.98,846071.37,Ancien
E,B,individuel,128,51.3,NA,appartement,69,69008,6517044.16,845131.14,Ancien
G,C,individuel,251,56.2,NA,appartement,69,69008,6515725.09,846586.62,Ancien
D,B,individuel,88,54.7,NA,appartement,69,69008,6517824.4,845074.89,Ancien
G,C,individuel,202,31.8,1946,appartement,69,69008,6517064.21,845915.97,Ancien
G,C,individuel,230,33,NA,appartement,69,69008,6517073.26,845041.54,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
F,C,individuel,158,54,NA,appartement,69,69008,6516680.11,844366.61,Ancien
D,D,individuel,189.8,44.5,1949,appartement,69,69008,6516794.68,844594.78,Ancien
D,D,individuel,148,67,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,149,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
D,D,individuel,216,30,NA,appartement,69,69008,6516704.19,845236.49,Ancien
E,E,individuel,244,30,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,113,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
D,D,collectif,145,41.3,NA,appartement,69,69008,6516919,846637.46,Ancien
G,G,collectif,392.6,55,1960,appartement,69,69008,6516922.69,845316.73,Ancien
D,D,collectif,166,62.4,NA,appartement,69,69008,6517470.96,844944.02,Ancien
C,C,individuel,137,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
E,D,collectif,240,32.6,NA,appartement,69,69008,6517300.44,846282.77,Ancien
D,D,individuel,209,35,NA,appartement,69,69008,6516704.19,845236.49,Ancien
D,B,individuel,94,33,NA,appartement,69,69008,6517418.27,845369.79,Ancien
E,B,mixte (collectif-individuel),113,31,1994,appartement,69,69008,6516911.93,846168.89,Ancien
D,B,individuel,106,29.5,NA,appartement,69,69008,6517178.62,844733.29,Ancien
D,D,individuel,219,40.6,NA,appartement,69,69008,6516029.69,846139.72,Ancien
D,D,collectif,140,40.1,NA,appartement,69,69008,6516919,846637.46,Ancien
D,D,individuel,211,45,NA,appartement,69,69008,6516704.19,845236.49,Ancien
E,C,individuel,142,65,NA,appartement,69,69008,6516048.19,846095.48,Ancien
C,C,collectif,117,52.3,NA,appartement,69,69008,6516919,846637.46,Ancien
D,D,individuel,148,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
D,D,collectif,174,103.2,1973,appartement,69,69008,6517100.16,845675.93,Ancien
E,E,individuel,239,46,NA,appartement,69,69008,6516704.19,845236.49,Ancien
E,B,mixte (collectif-individuel),113,31,1994,appartement,69,69008,6516911.93,846168.89,Ancien
C,A,individuel,74,52.3,NA,appartement,69,69008,6517824.4,845074.89,Ancien
G,C,individuel,229,31.5,1920,appartement,69,69008,6516037.64,846165.59,Ancien
C,A,individuel,69,38.3,NA,appartement,69,69008,6517824.4,845074.89,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
E,E,individuel,243,NA,NA,immeuble,69,69008,6516704.19,845236.49,Ancien
D,C,collectif,138,67.8,1970,appartement,69,69008,6517033.09,845657.92,Ancien
C,C,,128.9,106.6,1999,maison,69,69008,6515990.41,846132.25,Ancien
C,C,collectif,98,31.4,1996,appartement,69,69008,6516914.81,846615.47,Ancien
D,D,individuel,146,69.8,2000,appartement,69,69008,6517154.58,846636.19,Ancien
C,C,individuel,111,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
C,C,individuel,111,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
C,C,individuel,113,57,1961,appartement,69,69008,6515575.5,846667.45,Ancien
D,D,individuel,209,35,NA,appartement,69,69008,6516704.19,845236.49,Ancien
F,F,individuel,382,43,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,130,67.5,NA,appartement,69,69008,6517126.19,846601.17,Ancien
D,D,individuel,206,45,NA,appartement,69,69008,6516704.19,845236.49,Ancien
C,C,individuel,121,57,1961,appartement,69,69008,6515515.03,846651.47,Ancien
C,C,individuel,111,57,1961,appartement,69,69008,6515502.27,846726.78,Ancien
C,C,collectif,120,107.5,1980,appartement,69,69008,6517789.52,845618.97,Ancien
C,C,individuel,109,66,1961,appartement,69,69008,6515502.27,846726.78,Ancien
C,C,individuel,111,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
C,C,individuel,111,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
D,C,individuel,152,43.2,1949,appartement,69,69008,6516528.54,844576.78,Ancien
C,C,individuel,111,66,1961,appartement,69,69008,6515575.5,846667.45,Ancien
C,A,individuel,62,40.4,NA,appartement,69,69008,6517824.4,845074.89,Ancien
E,B,mixte (collectif-individuel),112,32,1994,appartement,69,69008,6516911.93,846168.89,Ancien
E,B,mixte (collectif-individuel),113,31,1994,appartement,69,69008,6516911.93,846168.89,Ancien
F,C,individuel,176,22,NA,appartement,69,69008,6516639.22,844488.69,Ancien
C,A,individuel,72,42.2,2008,appartement,69,69008,6516669.49,844491.24,Ancien
D,B,individuel,100,27.9,NA,appartement,69,69008,6517160.19,844776.12,Ancien
C,A,individuel,66,37,NA,appartement,69,69008,6516980.86,845324.53,Ancien
C,A,individuel,72,53,NA,appartement,69,69008,6516980.86,845324.53,Ancien
C,A,individuel,71,24.5,NA,appartement,69,69008,6516980.86,845324.53,Ancien
D,B,individuel,108,33.6,NA,appartement,69,69008,6517707.67,845357.02,Ancien
C,A,individuel,71,24.5,NA,appartement,69,69008,6516980.86,845324.53,Ancien
D,B,individuel,101,24,NA,appartement,69,69008,6516980.86,845324.53,Ancien
E,B,individuel,123,23.5,NA,appartement,69,69008,6517698.97,845341.44,Ancien
C,A,individuel,74,37,NA,appartement,69,69008,6516980.86,845324.53,Ancien
D,B,individuel,91,34.2,NA,appartement,69,69008,6517707.67,845357.02,Ancien
E,B,individuel,136,20,1923,appartement,69,69008,6517698.97,845341.44,Ancien
E,B,individuel,116,30.3,1987,appartement,69,69008,6517707.67,845357.02,Ancien
E,B,individuel,142,57.3,NA,appartement,69,69008,6517695.96,845350.53,Ancien
C,A,mixte (collectif-individuel),98.7,19,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),86,25,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),100.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),90.2,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),104.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),105.8,23,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),100.3,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),138.2,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
C,A,individuel,75,45,2020,appartement,69,69008,6516588.3,843900.48,Ancien
C,A,mixte (collectif-individuel),93,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,C,mixte (collectif-individuel),160,41,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,B,mixte (collectif-individuel),114.3,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),90.2,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),97.7,74,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),121.1,21,1955,appartement,69,69008,6516921.51,846239.6,Ancien
E,B,mixte (collectif-individuel),130,41,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,B,mixte (collectif-individuel),109,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),84.9,36,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),135.1,21,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,A,mixte (collectif-individuel),92.3,31,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,individuel,80,81.7,2020,appartement,69,69008,6516588.3,843900.48,Ancien
D,B,mixte (collectif-individuel),101,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),94.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),124.5,18,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),108.1,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),134.2,NA,1955,immeuble,69,69008,6517026.7,846398.04,Ancien
D,B,mixte (collectif-individuel),103.9,23,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),94.1,25,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),137.4,32,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),100.5,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),135.1,21,1955,appartement,69,69008,6517113.93,846357.53,Ancien
F,C,mixte (collectif-individuel),156.2,52,1955,appartement,69,69008,6516921.51,846239.6,Ancien
F,C,mixte (collectif-individuel),165.4,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,B,mixte (collectif-individuel),99.7,NA,1994,immeuble,69,69008,6517471.86,844723.19,Ancien
F,C,mixte (collectif-individuel),156.2,52,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,B,mixte (collectif-individuel),121.1,21,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,A,mixte (collectif-individuel),88.8,31,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,individuel,77,NA,2020,immeuble,69,69008,6516588.3,843900.48,Ancien
D,B,mixte (collectif-individuel),105.5,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),138.2,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
E,B,mixte (collectif-individuel),130,41,1955,appartement,69,69008,6517078.27,846366.47,Ancien
C,A,mixte (collectif-individuel),77.3,35,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),106.5,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),76.7,36,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,C,mixte (collectif-individuel),157.7,41,1955,appartement,69,69008,6517113.93,846357.53,Ancien
C,A,mixte (collectif-individuel),93.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),134.9,32,1955,appartement,69,69008,6517078.27,846366.47,Ancien
C,A,mixte (collectif-individuel),98.1,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),93.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
G,G,mixte (collectif-individuel),10088.5,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,B,mixte (collectif-individuel),116,25,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,individuel,96,28.9,2020,appartement,69,69008,6516588.3,843900.48,Ancien
D,B,mixte (collectif-individuel),108.2,32,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),100.5,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),114.3,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),97.5,NA,1994,immeuble,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),98.4,19,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,C,mixte (collectif-individuel),164.7,32,1955,appartement,69,69008,6517078.27,846366.47,Ancien
E,B,mixte (collectif-individuel),115.9,31,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,A,mixte (collectif-individuel),104.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),134.9,32,1955,appartement,69,69008,6517078.27,846366.47,Ancien
E,B,mixte (collectif-individuel),125.1,NA,1955,immeuble,69,69008,6517078.27,846366.47,Ancien
E,B,mixte (collectif-individuel),115.9,31,1955,appartement,69,69008,6517113.93,846357.53,Ancien
F,C,mixte (collectif-individuel),155.8,41,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,B,mixte (collectif-individuel),101,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),94.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),96.5,31,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),86,25,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),109,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),100.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),103.5,24,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,B,mixte (collectif-individuel),176.1,21,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,B,mixte (collectif-individuel),109,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),105.9,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),92.3,31,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),96.5,31,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),60.8,82.2,2010,appartement,69,69008,6516620.44,845906.84,Ancien
C,A,mixte (collectif-individuel),94.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),101,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),104.3,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),101,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,B,mixte (collectif-individuel),176.1,21,1955,appartement,69,69008,6517078.27,846366.47,Ancien
E,B,mixte (collectif-individuel),115.9,31,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,A,mixte (collectif-individuel),100.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),104.3,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),137.4,32,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,B,mixte (collectif-individuel),109,31,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,B,mixte (collectif-individuel),115.8,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),101,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
F,C,mixte (collectif-individuel),164.7,32,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,B,mixte (collectif-individuel),102.9,41,1955,appartement,69,69008,6516921.51,846239.6,Ancien
E,B,mixte (collectif-individuel),147,21,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,B,mixte (collectif-individuel),121.1,21,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),93.2,35,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),131.6,18,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),104.1,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),108.2,32,1955,appartement,69,69008,6517078.27,846366.47,Ancien
D,A,mixte (collectif-individuel),100.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),103.4,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),93,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),114.6,32,1955,appartement,69,69008,6517113.93,846357.53,Ancien
C,A,mixte (collectif-individuel),92.9,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),113.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),105.9,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),98.1,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),109,31,1955,appartement,69,69008,6516921.51,846239.6,Ancien
D,A,mixte (collectif-individuel),103.4,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,D,mixte (collectif-individuel),183,72,1957,appartement,69,69008,6516444.14,846559.34,Ancien
D,A,mixte (collectif-individuel),104.9,18,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),103.4,21,1994,appartement,69,69008,6517471.86,844723.19,Ancien
E,B,mixte (collectif-individuel),135.7,31,1955,appartement,69,69008,6517078.27,846366.47,Ancien
E,B,mixte (collectif-individuel),140.4,43,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,B,mixte (collectif-individuel),113.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),94.4,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),105.5,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,A,mixte (collectif-individuel),98.2,29,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),113.7,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,A,mixte (collectif-individuel),98.1,20,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,individuel,82,71.3,2020,appartement,69,69008,6516588.3,843900.48,Ancien
E,B,mixte (collectif-individuel),128.5,22,1994,appartement,69,69008,6517471.86,844723.19,Ancien
D,B,mixte (collectif-individuel),108.2,32,1955,appartement,69,69008,6516921.51,846239.6,Ancien
C,C,collectif,71,38.5,2014,appartement,69,69008,6516836.25,845592.27,Ancien
E,B,mixte (collectif-individuel),135.1,21,1955,appartement,69,69008,6517113.93,846357.53,Ancien
D,B,mixte (collectif-individuel),99.7,24,1994,appartement,69,69008,6517471.86,844723.19,Ancien
C,C,collectif,86,48.1,NA,appartement,69,69008,6516630.86,845723.32,Ancien
C,C,individuel,114,68.7,2002,appartement,69,69008,6517042.23,845448.7,Ancien
C,C,collectif,124,81,2008,appartement,69,69008,6516983.87,845723.03,Ancien
D,D,collectif,168,92,NA,appartement,69,69008,6516405.7,844723.59,Ancien
C,A,individuel,77,45,NA,appartement,69,69008,6517606.52,845920.89,Ancien
C,C,individuel,90,67.4,1955,appartement,69,69008,6515897.19,845954.06,Ancien
C,C,collectif,58,44.9,2014,appartement,69,69008,6516437.87,844221.23,Ancien
E,D,collectif,263,54.4,NA,appartement,69,69008,6517071.73,846469.77,Ancien
F,F,individuel,402,48,NA,appartement,69,69008,6515827.33,846709.36,Ancien
D,D,collectif,199,71,NA,appartement,69,69008,6516625.35,846700.02,Ancien
C,C,collectif,135,57.1,NA,appartement,69,69008,6516733.93,844420.65,Ancien
C,C,individuel,135,66.8,2011,appartement,69,69008,6517522.37,845815.63,Ancien
C,C,individuel,97,53.3,NA,appartement,69,69008,6518013.78,845083.56,Ancien
C,C,collectif,59.7,36.1,2016,appartement,69,69008,6517459.45,844710.57,Ancien
C,C,collectif,104,72,NA,appartement,69,69008,6517522.06,844694.47,Ancien
D,C,collectif,190,62,1963,appartement,69,69008,6516120.81,845059.15,Ancien
D,D,individuel,154,60.4,1959,appartement,69,69008,6516369.94,846084.09,Ancien
C,C,collectif,115,62.3,2016,appartement,69,69008,6516526.86,846380.55,Ancien
D,D,collectif,192.2,48.7,1967,appartement,69,69008,6516004.39,846047.51,Ancien
B,B,collectif,59,64.8,2012,appartement,69,69008,6516561.59,845804.85,Ancien
F,F,individuel,324,51.5,NA,appartement,69,69008,6517681.71,844982.68,Ancien
D,D,individuel,186.4,63.6,1960,appartement,69,69008,6517303.46,845038.83,Ancien
E,E,collectif,303,82.6,NA,appartement,69,69008,6516909.35,845339.68,Ancien
E,B,individuel,128,23.7,NA,appartement,69,69008,6517027.41,845723.08,Ancien
D,A,individuel,84,36.7,1989,appartement,69,69008,6517508.72,845877.01,Ancien
E,B,individuel,138.8,52.6,1949,appartement,69,69008,6516963.81,844196.04,Ancien
E,B,individuel,129,43.2,NA,appartement,69,69008,6517368.49,846010.47,Ancien
E,B,individuel,125,30,NA,appartement,69,69008,6515753.2,846270.24,Ancien
E,B,individuel,112,36.4,NA,appartement,69,69008,6516730.88,845125.32,Ancien
C,A,individuel,70,80.1,NA,appartement,69,69008,6517849.29,844717.63,Ancien
F,C,individuel,154,61.1,NA,appartement,69,69008,6517416.82,845106.69,Ancien
C,A,individuel,95,18.9,NA,appartement,69,69008,6517783.37,844771.92,Ancien
F,C,individuel,165,25,NA,appartement,69,69008,6515724.42,845844.73,Ancien
D,A,individuel,83,37.5,2009,appartement,69,69008,6517401.5,845712.02,Ancien
E,B,individuel,154,22,NA,appartement,69,69008,6517811.14,845425.11,Ancien
C,A,individuel,86,21,NA,appartement,69,69008,6517240.8,846297.41,Ancien
D,B,individuel,130,19.6,NA,appartement,69,69008,6517730.85,844579.5,Ancien
D,A,individuel,96,23.6,NA,appartement,69,69008,6517325.45,845014.89,Ancien
D,A,individuel,90,37,NA,appartement,69,69008,6517290.29,845167.48,Ancien
E,B,individuel,142,53,NA,appartement,69,69008,6516848.29,844257.72,Ancien
D,A,individuel,78,69,NA,appartement,69,69008,6517228.92,845723.28,Ancien
E,B,collectif,125,24.5,NA,appartement,69,69008,6518199.02,844888.72,Ancien
E,B,individuel,140,16.7,NA,appartement,69,69008,6517875.19,845526.41,Ancien
C,C,individuel,133,76,1995,appartement,69,69008,6517462.2,845264.44,Ancien
E,E,individuel,233,49.4,NA,appartement,69,69008,6516114.97,844131.96,Ancien
D,C,collectif,171,53,1959,appartement,69,69008,6515690.61,845379.19,Ancien
D,C,collectif,199,42,1959,appartement,69,69008,6515800.2,845316.3,Ancien
C,A,individuel,87,17.8,NA,appartement,69,69008,6517783.37,844771.92,Ancien
F,C,individuel,174,42.2,NA,appartement,69,69008,6517597.98,844937.13,Ancien
C,A,individuel,97,17.9,NA,appartement,69,69008,6517361.7,844833.04,Ancien
C,C,collectif,133,64,2008,appartement,69,69008,6516983.87,845723.03,Ancien
D,C,collectif,218,74.9,1973,appartement,69,69008,6516365.55,844871.87,Ancien
D,D,collectif,179.5,58.2,1976,appartement,69,69008,6515674.81,845720.18,Ancien
E,E,collectif,249,56.8,NA,appartement,69,69008,6516041.04,846345.77,Ancien
C,C,individuel,98,86,NA,appartement,69,69008,6517547.07,845723.73,Ancien
C,C,individuel,125.2,65,1995,appartement,69,69008,6517462.2,845264.44,Ancien
D,D,collectif,215,39.2,1974,appartement,69,69008,6517264.41,845040.84,Ancien
D,D,collectif,206,70.8,NA,appartement,69,69008,6515715.97,845662.02,Ancien
